year,type,money
2007,Volleyball,94.46
2007,Volleyball,94.65
2007,Volleyball,94.71
2007,Volleyball,94.9
2007,Volleyball,95
2007,Volleyball,95
2007,Volleyball,95
2007,Volleyball,95.14
2007,Volleyball,95.22
2007,Volleyball,95.27
2007,Volleyball,95.28
2007,Volleyball,95.29
2007,Volleyball,95.43
2007,Volleyball,95.47
2007,Volleyball,95.51
2007,Volleyball,95.69
2007,Volleyball,95.73
2007,Volleyball,95.89
2007,Volleyball,96.03
2007,Volleyball,96.08
2007,Volleyball,96.35
2007,Volleyball,96.41
2007,Volleyball,96.63
2007,Volleyball,96.68
2007,Volleyball,96.76
2007,Volleyball,96.86
2007,Volleyball,97.19
2007,Volleyball,97.93
2007,Volleyball,97.93
2007,Volleyball,97.94
2007,Volleyball,98.08
2007,Volleyball,98.11
2007,Volleyball,98.14
2007,Volleyball,98.31
2007,Volleyball,98.38
2007,Volleyball,98.46
2007,Volleyball,98.47
2007,Volleyball,98.56
2007,Volleyball,98.58
2007,Volleyball,98.59
2007,Volleyball,98.65
2007,Volleyball,98.73
2007,Volleyball,98.81
2007,Volleyball,98.88
2007,Volleyball,98.96
2007,Volleyball,98.97
2007,Volleyball,99.05
2007,Volleyball,99.06
2007,Volleyball,99.15
2007,Volleyball,99.22
2007,Volleyball,99.23
2007,Volleyball,99.24
2007,Volleyball,99.25
2007,Volleyball,99.26
2007,Volleyball,99.29
2007,Volleyball,99.31
2007,Volleyball,99.34
2007,Volleyball,99.53
2007,Volleyball,99.59
2007,Volleyball,99.61
2007,Volleyball,99.74
2007,Volleyball,99.75
2007,Volleyball,99.82
2007,Volleyball,99.96
2007,Volleyball,100.08
2007,Volleyball,100.09
2007,Volleyball,100.12
2007,Volleyball,100.24
2007,Volleyball,100.37
2007,Volleyball,100.49
2007,Volleyball,100.61
2007,Volleyball,100.62
2007,Volleyball,100.84
2007,Volleyball,101.03
2007,Volleyball,101.17
2007,Volleyball,101.34
2007,Volleyball,101.41
2007,Volleyball,101.63
2007,Volleyball,101.91
2007,Volleyball,101.92
2007,Volleyball,101.96
2007,Volleyball,102.59
2007,Volleyball,103.02
2007,Volleyball,103.04
2007,Volleyball,103.66
2007,Volleyball,103.77
2007,Volleyball,103.81
2007,Volleyball,104.19
2007,Volleyball,105.33
2007,Volleyball,105.62
2007,Volleyball,106.19
2007,Volleyball,106.27
2007,Volleyball,106.39
2007,Volleyball,106.42
2007,Volleyball,106.52
2007,Volleyball,106.59
2007,Volleyball,107.36
2007,Volleyball,108.86
2007,Volleyball,108.86
2007,Volleyball,108.88
2007,Volleyball,109.13
2007,Volleyball,109.18
2007,Volleyball,109.45
2007,Volleyball,109.48
2007,Volleyball,109.56
2007,Volleyball,109.69
2007,Volleyball,109.77
2007,Volleyball,110.63
2007,Volleyball,111.17
2007,Volleyball,111.6
2007,Volleyball,112.08
2007,Volleyball,112.12
2007,Volleyball,112.28
2007,Volleyball,112.6
2007,Volleyball,113.07
2007,Volleyball,113.32
2007,Volleyball,113.75
2007,Volleyball,113.87
2007,Volleyball,113.96
2007,Volleyball,114.34
2007,Volleyball,114.37
2007,Volleyball,114.42
2007,Volleyball,114.8
2007,Volleyball,114.99
2007,Volleyball,115.58
2007,Volleyball,115.63
2007,Volleyball,115.64
2007,Volleyball,115.67
2007,Volleyball,116.05
2007,Volleyball,116.28
2007,Volleyball,116.52
2007,Volleyball,117.04
2007,Volleyball,117.06
2007,Volleyball,117.18
2007,Volleyball,117.6
2007,Volleyball,117.7
2007,Volleyball,117.78
2007,Volleyball,117.83
2007,Volleyball,118.19
2007,Volleyball,118.22
2007,Volleyball,118.45
2007,Volleyball,118.64
2007,Volleyball,118.89
2007,Volleyball,119.32
2007,Volleyball,119.64
2007,Volleyball,119.8
2007,Volleyball,119.82
2007,Volleyball,120.08
2007,Volleyball,120.8
2007,Volleyball,121.02
2007,Volleyball,121.28
2007,Volleyball,121.31
2007,Volleyball,121.55
2007,Volleyball,121.78
2007,Volleyball,121.82
2007,Volleyball,121.83
2007,Volleyball,122.24
2007,Volleyball,122.28
2007,Volleyball,122.56
2007,Volleyball,122.8
2007,Volleyball,123.12
2007,Volleyball,123.16
2007,Volleyball,123.56
2007,Volleyball,123.93
2007,Volleyball,124.27
2007,Volleyball,124.8
2007,Volleyball,126.82
2007,Volleyball,126.9
2007,Volleyball,127.37
2007,Volleyball,128.24
2007,Volleyball,128.25
2007,Volleyball,128.42
2007,Volleyball,128.87
2007,Volleyball,128.91
2007,Volleyball,129.02
2007,Volleyball,129.66
2007,Volleyball,129.8
2007,Volleyball,129.9
2007,Volleyball,130.03
2007,Volleyball,130.58
2007,Volleyball,130.68
2007,Volleyball,131.43
2007,Volleyball,131.62
2007,Volleyball,131.68
2007,Volleyball,131.85
2007,Volleyball,132.03
2007,Volleyball,132.39
2007,Volleyball,132.43
2007,Volleyball,132.46
2007,Volleyball,132.56
2007,Volleyball,132.85
2007,Volleyball,133.2
2007,Volleyball,133.27
2007,Volleyball,133.38
2007,Volleyball,133.38
2007,Volleyball,134.43
2007,Volleyball,135.18
2007,Volleyball,135.32
2007,Volleyball,135.42
2007,Volleyball,135.75
2007,Volleyball,136.5
2007,Volleyball,136.57
2007,Volleyball,136.63
2007,Volleyball,136.99
2007,Volleyball,137.08
2007,Volleyball,137.27
2007,Volleyball,137.62
2007,Volleyball,137.66
2007,Volleyball,138.01
2007,Volleyball,138.3
2007,Volleyball,138.31
2007,Volleyball,138.35
2007,Volleyball,138.35
2007,Volleyball,138.37
2007,Volleyball,138.48
2007,Volleyball,138.48
2007,Volleyball,139.84
2007,Volleyball,140.2
2007,Volleyball,140.65
2007,Volleyball,140.67
2007,Volleyball,141
2007,Volleyball,141.38
2007,Volleyball,141.38
2007,Volleyball,141.59
2007,Volleyball,142.86
2007,Volleyball,143.52
2007,Volleyball,143.76
2007,Volleyball,143.79
2007,Volleyball,144.28
2007,Volleyball,144.51
2007,Volleyball,145.16
2007,Volleyball,145.5
2007,Volleyball,145.53
2007,Volleyball,146.16
2007,Volleyball,146.23
2007,Volleyball,146.56
2007,Volleyball,147.27
2007,Volleyball,147.48
2007,Volleyball,147.53
2007,Volleyball,147.83
2007,Volleyball,147.95
2007,Volleyball,147.96
2007,Volleyball,148.01
2007,Volleyball,148.67
2007,Volleyball,148.94
2007,Volleyball,149.16
2007,Volleyball,149.22
2007,Volleyball,149.44
2007,Volleyball,150.45
2007,Volleyball,151.14
2007,Volleyball,151.29
2007,Volleyball,151.57
2007,Volleyball,152.12
2007,Volleyball,152.26
2007,Volleyball,152.74
2007,Volleyball,152.84
2007,Volleyball,152.86
2007,Volleyball,152.88
2007,Volleyball,153.14
2007,Volleyball,153.23
2007,Volleyball,153.47
2007,Volleyball,154.34
2007,Volleyball,154.55
2007,Volleyball,154.57
2007,Volleyball,155.03
2007,Volleyball,155.72
2007,Volleyball,155.79
2007,Volleyball,155.95
2007,Volleyball,156
2007,Volleyball,156.83
2007,Volleyball,156.84
2007,Volleyball,156.99
2007,Volleyball,157.04
2007,Volleyball,157.66
2007,Volleyball,157.94
2007,Volleyball,157.97
2007,Volleyball,158.61
2007,Volleyball,158.73
2007,Volleyball,159.18
2007,Volleyball,159.34
2007,Volleyball,159.36
2007,Volleyball,159.64
2007,Volleyball,159.78
2007,Volleyball,160.26
2007,Volleyball,160.53
2007,Volleyball,160.92
2007,Volleyball,161.33
2007,Volleyball,161.42
2007,Volleyball,161.59
2007,Volleyball,161.73
2007,Volleyball,161.97
2007,Volleyball,162.15
2007,Volleyball,162.18
2007,Volleyball,162.42
2007,Volleyball,162.88
2007,Volleyball,163
2007,Volleyball,163.15
2007,Volleyball,163.24
2007,Volleyball,163.35
2007,Volleyball,163.9
2007,Volleyball,163.91
2007,Volleyball,164.5
2007,Volleyball,164.52
2007,Volleyball,164.75
2007,Volleyball,164.81
2007,Volleyball,165.04
2007,Volleyball,165.8
2007,Volleyball,165.81
2007,Volleyball,165.87
2007,Volleyball,165.95
2007,Volleyball,166.21
2007,Volleyball,166.26
2007,Volleyball,166.45
2007,Volleyball,166.82
2007,Volleyball,166.82
2007,Volleyball,166.88
2007,Volleyball,166.92
2007,Volleyball,167.32
2007,Volleyball,167.82
2007,Volleyball,168
2007,Volleyball,168.09
2007,Volleyball,168.42
2007,Volleyball,168.79
2007,Volleyball,168.88
2007,Volleyball,169.09
2007,Volleyball,169.13
2007,Volleyball,169.16
2007,Volleyball,169.44
2007,Volleyball,169.45
2007,Volleyball,169.63
2007,Volleyball,169.67
2007,Volleyball,169.84
2007,Volleyball,170.01
2007,Volleyball,170.14
2007,Volleyball,170.19
2007,Volleyball,170.24
2007,Volleyball,170.28
2007,Volleyball,170.48
2007,Volleyball,170.7
2007,Volleyball,170.99
2007,Volleyball,171.19
2007,Volleyball,171.23
2007,Volleyball,171.45
2007,Volleyball,171.51
2007,Volleyball,171.52
2007,Volleyball,171.75
2007,Volleyball,171.82
2007,Volleyball,171.87
2007,Volleyball,172.07
2007,Volleyball,172.07
2007,Volleyball,172.17
2007,Volleyball,172.53
2007,Volleyball,172.56
2007,Volleyball,172.69
2007,Volleyball,173.04
2007,Volleyball,173.13
2007,Volleyball,173.15
2007,Volleyball,173.31
2007,Volleyball,173.6
2007,Volleyball,173.95
2007,Volleyball,174.44
2007,Volleyball,174.47
2007,Volleyball,174.79
2007,Volleyball,174.82
2007,Volleyball,174.84
2007,Volleyball,174.87
2007,Volleyball,174.95
2007,Volleyball,175.02
2007,Volleyball,175.2
2007,Volleyball,175.23
2007,Volleyball,175.54
2007,Volleyball,175.84
2007,Volleyball,176.04
2007,Volleyball,176.11
2007,Volleyball,176.25
2007,Volleyball,176.27
2007,Volleyball,176.44
2007,Volleyball,176.72
2007,Volleyball,176.94
2007,Volleyball,177.28
2007,Volleyball,177.3
2007,Volleyball,177.56
2007,Volleyball,177.88
2007,Volleyball,178.05
2007,Volleyball,178.06
2007,Volleyball,178.09
2007,Volleyball,178.15
2007,Volleyball,178.23
2007,Volleyball,178.81
2007,Volleyball,179.41
2007,Volleyball,179.84
2007,Volleyball,179.95
2007,Volleyball,180.03
2007,Volleyball,180.1
2007,Volleyball,180.56
2007,Volleyball,180.9
2007,Volleyball,181
2007,Volleyball,181.7
2007,Volleyball,181.82
2007,Volleyball,181.82
2007,Volleyball,181.89
2007,Volleyball,182.08
2007,Volleyball,182.34
2007,Volleyball,182.54
2007,Volleyball,182.56
2007,Volleyball,182.7
2007,Volleyball,182.72
2007,Volleyball,182.84
2007,Volleyball,183.38
2007,Volleyball,183.86
2007,Volleyball,183.87
2007,Volleyball,184.36
2007,Volleyball,184.54
2007,Volleyball,184.77
2007,Volleyball,185.13
2007,Volleyball,185.33
2007,Volleyball,185.49
2007,Volleyball,185.63
2007,Volleyball,185.91
2007,Volleyball,186.23
2007,Volleyball,186.24
2007,Volleyball,186.28
2007,Volleyball,187.05
2007,Volleyball,187.46
2007,Volleyball,187.48
2007,Volleyball,187.54
2007,Volleyball,187.64
2007,Volleyball,187.73
2007,Volleyball,188
2007,Volleyball,188.26
2007,Volleyball,188.29
2007,Volleyball,188.49
2007,Volleyball,188.89
2007,Volleyball,189.05
2007,Volleyball,189.26
2007,Volleyball,189.31
2007,Volleyball,189.57
2007,Volleyball,189.6
2007,Volleyball,189.65
2007,Volleyball,190.09
2007,Volleyball,190.34
2007,Volleyball,190.47
2007,Volleyball,190.61
2007,Volleyball,190.64
2007,Volleyball,190.67
2007,Volleyball,190.86
2007,Volleyball,191.29
2007,Volleyball,191.34
2007,Volleyball,191.43
2007,Volleyball,191.52
2007,Volleyball,191.78
2007,Volleyball,191.87
2007,Volleyball,191.91
2007,Volleyball,192.38
2007,Volleyball,192.57
2007,Volleyball,192.77
2007,Volleyball,192.82
2007,Volleyball,192.98
2007,Volleyball,193.06
2007,Volleyball,193.57
2007,Volleyball,193.66
2007,Volleyball,193.92
2007,Volleyball,194.19
2007,Volleyball,194.69
2007,Volleyball,194.7
2007,Volleyball,195.04
2007,Volleyball,195.13
2007,Volleyball,195.15
2007,Volleyball,195.44
2007,Volleyball,195.47
2007,Volleyball,195.6
2007,Volleyball,195.69
2007,Volleyball,195.89
2007,Volleyball,196.09
2007,Volleyball,196.44
2007,Volleyball,196.53
2007,Volleyball,197.11
2007,Volleyball,197.21
2007,Volleyball,197.33
2007,Volleyball,197.39
2007,Volleyball,197.58
2007,Volleyball,197.67
2007,Volleyball,197.73
2007,Volleyball,197.86
2007,Volleyball,197.91
2007,Volleyball,198.14
2007,Volleyball,198.28
2007,Volleyball,198.33
2007,Volleyball,198.41
2007,Volleyball,198.5
2007,Volleyball,198.7
2007,Volleyball,199.23
2007,Volleyball,199.27
2007,Volleyball,199.5
2007,Volleyball,200.14
2007,Volleyball,200.2
2007,Volleyball,200.27
2007,Volleyball,200.32
2007,Volleyball,200.63
2007,Volleyball,200.89
2007,Volleyball,201.31
2007,Volleyball,201.32
2007,Volleyball,201.38
2007,Volleyball,202.08
2007,Volleyball,202.14
2007,Volleyball,202.31
2007,Volleyball,202.83
2007,Volleyball,202.92
2007,Volleyball,203.43
2007,Volleyball,203.47
2007,Volleyball,203.49
2007,Volleyball,203.51
2007,Volleyball,203.79
2007,Volleyball,203.93
2007,Volleyball,204.5
2007,Volleyball,204.75
2007,Volleyball,204.83
2007,Volleyball,205.6
2007,Volleyball,205.81
2007,Volleyball,205.99
2007,Volleyball,206.84
2007,Volleyball,206.85
2007,Volleyball,206.86
2007,Volleyball,206.96
2007,Volleyball,207.2
2007,Volleyball,207.66
2007,Volleyball,207.71
2007,Volleyball,208.16
2007,Volleyball,208.17
2007,Volleyball,208.34
2007,Volleyball,208.77
2007,Volleyball,208.97
2007,Volleyball,209.07
2007,Volleyball,209.3
2007,Volleyball,209.43
2007,Volleyball,209.45
2007,Volleyball,209.48
2007,Volleyball,209.61
2007,Volleyball,209.69
2007,Volleyball,209.83
2007,Volleyball,209.98
2007,Volleyball,210.25
2007,Volleyball,210.28
2007,Volleyball,210.72
2007,Volleyball,210.92
2007,Volleyball,210.99
2007,Volleyball,211.52
2007,Volleyball,211.92
2007,Volleyball,212.02
2007,Volleyball,212.02
2007,Volleyball,212.31
2007,Volleyball,212.58
2007,Volleyball,212.81
2007,Volleyball,213.34
2007,Volleyball,213.68
2007,Volleyball,213.74
2007,Volleyball,214.07
2007,Volleyball,214.18
2007,Volleyball,214.6
2007,Volleyball,215.64
2007,Volleyball,215.74
2007,Volleyball,215.76
2007,Volleyball,215.91
2007,Volleyball,216.06
2007,Volleyball,216.32
2007,Volleyball,216.32
2007,Volleyball,216.41
2007,Volleyball,216.83
2007,Volleyball,216.86
2007,Volleyball,217.38
2007,Volleyball,217.45
2007,Volleyball,217.69
2007,Volleyball,217.7
2007,Volleyball,218.24
2007,Volleyball,218.46
2007,Volleyball,218.56
2007,Volleyball,218.93
2007,Volleyball,219.37
2007,Volleyball,219.4
2007,Volleyball,219.42
2007,Volleyball,219.48
2007,Volleyball,219.99
2007,Volleyball,220.06
2007,Volleyball,220.6
2007,Volleyball,220.85
2007,Volleyball,221.27
2007,Volleyball,221.31
2007,Volleyball,222.06
2007,Volleyball,222.67
2007,Volleyball,222.83
2007,Volleyball,222.84
2007,Volleyball,223.85
2007,Volleyball,224.85
2007,Volleyball,225.79
2007,Volleyball,225.89
2007,Volleyball,226.01
2007,Volleyball,226.1
2007,Volleyball,227.1
2007,Volleyball,227.22
2007,Volleyball,227.23
2007,Volleyball,227.59
2007,Volleyball,227.85
2007,Volleyball,228.22
2007,Volleyball,228.31
2007,Volleyball,228.65
2007,Volleyball,228.75
2007,Volleyball,229.89
2007,Volleyball,229.94
2007,Volleyball,229.98
2007,Volleyball,230.05
2007,Volleyball,230.87
2007,Volleyball,230.97
2007,Volleyball,231.03
2007,Volleyball,231.63
2007,Volleyball,231.85
2007,Volleyball,231.91
2007,Volleyball,231.92
2007,Volleyball,231.97
2007,Volleyball,232.52
2007,Volleyball,232.58
2007,Volleyball,233.02
2007,Volleyball,233.3
2007,Volleyball,233.55
2007,Volleyball,233.55
2007,Volleyball,233.71
2007,Volleyball,233.73
2007,Volleyball,233.81
2007,Volleyball,233.98
2007,Volleyball,234.06
2007,Volleyball,234.23
2007,Volleyball,234.28
2007,Volleyball,234.55
2007,Volleyball,235.28
2007,Volleyball,235.35
2007,Volleyball,235.45
2007,Volleyball,235.51
2007,Volleyball,235.69
2007,Volleyball,235.88
2007,Volleyball,236.79
2007,Volleyball,236.99
2007,Volleyball,237.71
2007,Volleyball,237.71
2007,Volleyball,237.81
2007,Volleyball,237.88
2007,Volleyball,237.92
2007,Volleyball,238.01
2007,Volleyball,238.09
2007,Volleyball,239.29
2007,Volleyball,239.31
2007,Volleyball,239.41
2007,Volleyball,239.49
2007,Volleyball,239.66
2007,Volleyball,239.72
2007,Volleyball,240.1
2007,Volleyball,240.13
2007,Volleyball,240.2
2007,Volleyball,240.34
2007,Volleyball,240.81
2007,Volleyball,240.93
2007,Volleyball,241.38
2007,Volleyball,241.96
2007,Volleyball,242.31
2007,Volleyball,242.45
2007,Volleyball,242.5
2007,Volleyball,242.65
2007,Volleyball,243.38
2007,Volleyball,244.15
2007,Volleyball,244.55
2007,Volleyball,244.93
2007,Volleyball,245.27
2007,Volleyball,245.28
2007,Volleyball,245.35
2007,Volleyball,245.9
2007,Volleyball,246.56
2007,Volleyball,247.1
2007,Volleyball,247.46
2007,Volleyball,247.56
2007,Volleyball,247.6
2007,Volleyball,247.7
2007,Volleyball,247.88
2007,Volleyball,247.92
2007,Volleyball,248.16
2007,Volleyball,248.68
2007,Volleyball,248.7
2007,Volleyball,248.7
2007,Volleyball,249.21
2007,Volleyball,249.29
2007,Volleyball,249.61
2007,Volleyball,249.76
2007,Volleyball,249.85
2007,Volleyball,250.38
2007,Volleyball,250.81
2007,Volleyball,250.93
2007,Volleyball,251.07
2007,Volleyball,251.14
2007,Volleyball,251.44
2007,Volleyball,251.65
2007,Volleyball,252.05
2007,Volleyball,252.19
2007,Volleyball,252.32
2007,Volleyball,252.42
2007,Volleyball,252.77
2007,Volleyball,253.11
2007,Volleyball,253.13
2007,Volleyball,253.42
2007,Volleyball,254.63
2007,Volleyball,254.76
2007,Volleyball,254.84
2007,Volleyball,255
2007,Volleyball,255.03
2007,Volleyball,255.18
2007,Volleyball,255.29
2007,Volleyball,255.3
2007,Volleyball,255.8
2007,Volleyball,255.91
2007,Volleyball,255.97
2007,Volleyball,256.64
2007,Volleyball,256.67
2007,Volleyball,256.68
2007,Volleyball,257.03
2007,Volleyball,257.31
2007,Volleyball,257.37
2007,Volleyball,257.78
2007,Volleyball,258.03
2007,Volleyball,258.12
2007,Volleyball,258.56
2007,Volleyball,258.73
2007,Volleyball,258.95
2007,Volleyball,259.15
2007,Volleyball,259.39
2007,Volleyball,260.32
2007,Volleyball,260.34
2007,Volleyball,260.46
2007,Volleyball,260.49
2007,Volleyball,260.75
2007,Volleyball,260.75
2007,Volleyball,260.89
2007,Volleyball,261.28
2007,Volleyball,261.3
2007,Volleyball,261.32
2007,Volleyball,261.32
2007,Volleyball,261.32
