year,type,money
2007,Baseball,76.11
2007,Baseball,76.12
2007,Baseball,76.19
2007,Baseball,76.58
2007,Baseball,77.2
2007,Baseball,77.51
2007,Baseball,77.52
2007,Baseball,77.63
2007,Baseball,77.78
2007,Baseball,78.2
2007,Baseball,78.22
2007,Baseball,78.22
2007,Baseball,78.31
2007,Baseball,78.4
2007,Baseball,78.53
2007,Baseball,78.61
2007,Baseball,78.78
2007,Baseball,79.21
2007,Baseball,79.3
2007,Baseball,79.51
2007,Baseball,79.79
2007,Baseball,79.82
2007,Baseball,79.95
2007,Baseball,80.02
2007,Baseball,80.21
2007,Baseball,80.23
2007,Baseball,80.46
2007,Baseball,80.74
2007,Baseball,80.99
2007,Baseball,81.07
2007,Baseball,82.23
2007,Baseball,82.4
2007,Baseball,82.77
2007,Baseball,82.95
2007,Baseball,83.02
2007,Baseball,83.23
2007,Baseball,83.37
2007,Baseball,83.4
2007,Baseball,83.49
2007,Baseball,83.61
2007,Baseball,83.75
2007,Baseball,83.76
2007,Baseball,84.03
2007,Baseball,84.33
2007,Baseball,84.53
2007,Baseball,84.55
2007,Baseball,84.6
2007,Baseball,84.83
2007,Baseball,85.23
2007,Baseball,85.57
2007,Baseball,85.9
2007,Baseball,85.96
2007,Baseball,86.11
2007,Baseball,86.12
2007,Baseball,86.45
2007,Baseball,86.49
2007,Baseball,86.6
2007,Baseball,86.82
2007,Baseball,87.09
2007,Baseball,87.18
2007,Baseball,87.64
2007,Baseball,87.69
2007,Baseball,88.07
2007,Baseball,88.36
2007,Baseball,88.38
2007,Baseball,88.93
2007,Baseball,89.15
2007,Baseball,89.41
2007,Baseball,89.67
2007,Baseball,89.77
2007,Baseball,89.78
2007,Baseball,89.89
2007,Baseball,89.92
2007,Baseball,89.93
2007,Baseball,90
2007,Baseball,90.11
2007,Baseball,90.24
2007,Baseball,90.32
2007,Baseball,90.44
2007,Baseball,90.5
2007,Baseball,90.69
2007,Baseball,90.88
2007,Baseball,90.99
2007,Baseball,91.21
2007,Baseball,91.58
2007,Baseball,91.67
2007,Baseball,91.68
2007,Baseball,91.73
2007,Baseball,92.04
2007,Baseball,92.28
2007,Baseball,92.5
2007,Baseball,92.87
2007,Baseball,92.88
2007,Baseball,93.02
2007,Baseball,93.2
2007,Baseball,93.44
2007,Baseball,93.59
2007,Baseball,93.68
2007,Baseball,93.81
2007,Baseball,94.2
2007,Baseball,94.22
2007,Baseball,94.53
2007,Baseball,94.67
2007,Baseball,94.69
2007,Baseball,94.79
2007,Baseball,94.91
2007,Baseball,95
2007,Baseball,95.68
2007,Baseball,95.68
2007,Baseball,95.73
2007,Baseball,95.98
2007,Baseball,96.17
2007,Baseball,96.42
2007,Baseball,96.75
2007,Baseball,97.2
2007,Baseball,97.21
2007,Baseball,97.32
2007,Baseball,97.32
2007,Baseball,97.46
2007,Baseball,97.52
2007,Baseball,97.53
2007,Baseball,98.01
2007,Baseball,98.04
2007,Baseball,98.16
2007,Baseball,98.23
2007,Baseball,98.42
2007,Baseball,98.47
2007,Baseball,98.62
2007,Baseball,98.64
2007,Baseball,98.64
2007,Baseball,98.72
2007,Baseball,98.79
2007,Baseball,98.9
2007,Baseball,99.07
2007,Baseball,99.26
2007,Baseball,99.61
2007,Baseball,99.64
2007,Baseball,99.92
2007,Baseball,100.26
2007,Baseball,100.3
2007,Baseball,100.66
2007,Baseball,100.95
2007,Baseball,101.26
2007,Baseball,101.48
2007,Baseball,101.53
2007,Baseball,101.54
2007,Baseball,101.57
2007,Baseball,101.58
2007,Baseball,101.69
2007,Baseball,101.88
2007,Baseball,101.94
2007,Baseball,102.04
2007,Baseball,102.38
2007,Baseball,102.41
2007,Baseball,102.49
2007,Baseball,102.52
2007,Baseball,103.32
2007,Baseball,103.5
2007,Baseball,103.6
2007,Baseball,103.76
2007,Baseball,103.81
2007,Baseball,103.85
2007,Baseball,103.87
2007,Baseball,104.16
2007,Baseball,104.17
2007,Baseball,104.49
2007,Baseball,104.55
2007,Baseball,104.63
2007,Baseball,104.9
2007,Baseball,105.27
2007,Baseball,105.31
2007,Baseball,105.56
2007,Baseball,105.71
2007,Baseball,105.75
2007,Baseball,106.04
2007,Baseball,106.09
2007,Baseball,106.37
2007,Baseball,106.62
2007,Baseball,106.67
2007,Baseball,106.88
2007,Baseball,107.22
2007,Baseball,107.36
2007,Baseball,107.43
2007,Baseball,107.5
2007,Baseball,107.72
2007,Baseball,107.89
2007,Baseball,108
2007,Baseball,108.1
2007,Baseball,108.29
2007,Baseball,108.46
2007,Baseball,108.51
2007,Baseball,108.63
2007,Baseball,108.69
2007,Baseball,108.81
2007,Baseball,109.02
2007,Baseball,109.11
2007,Baseball,109.17
2007,Baseball,109.27
2007,Baseball,109.37
2007,Baseball,109.44
2007,Baseball,109.75
2007,Baseball,109.75
2007,Baseball,109.82
2007,Baseball,109.98
2007,Baseball,110.26
2007,Baseball,110.41
2007,Baseball,110.45
2007,Baseball,110.48
2007,Baseball,110.79
2007,Baseball,110.82
2007,Baseball,110.85
2007,Baseball,110.86
2007,Baseball,110.87
2007,Baseball,110.88
2007,Baseball,111.05
2007,Baseball,111.09
2007,Baseball,111.2
2007,Baseball,111.49
2007,Baseball,111.51
2007,Baseball,111.51
2007,Baseball,111.53
2007,Baseball,111.67
2007,Baseball,111.72
2007,Baseball,111.91
2007,Baseball,112.18
2007,Baseball,112.2
2007,Baseball,112.54
2007,Baseball,112.72
2007,Baseball,112.73
2007,Baseball,112.75
2007,Baseball,112.95
2007,Baseball,113.01
2007,Baseball,113.05
2007,Baseball,113.1
2007,Baseball,113.24
2007,Baseball,113.33
2007,Baseball,113.5
2007,Baseball,113.59
2007,Baseball,113.66
2007,Baseball,113.83
2007,Baseball,113.91
2007,Baseball,114.06
2007,Baseball,114.08
2007,Baseball,114.27
2007,Baseball,114.49
2007,Baseball,114.52
2007,Baseball,114.82
2007,Baseball,114.98
2007,Baseball,115.08
2007,Baseball,115.1
2007,Baseball,115.2
2007,Baseball,115.27
2007,Baseball,115.33
2007,Baseball,115.57
2007,Baseball,115.58
2007,Baseball,115.67
2007,Baseball,115.75
2007,Baseball,115.77
2007,Baseball,116.11
2007,Baseball,116.19
2007,Baseball,116.29
2007,Baseball,116.38
2007,Baseball,116.49
2007,Baseball,116.5
2007,Baseball,116.57
2007,Baseball,116.64
2007,Baseball,116.92
2007,Baseball,117.02
2007,Baseball,117.03
2007,Baseball,117.07
2007,Baseball,117.12
2007,Baseball,117.25
2007,Baseball,117.41
2007,Baseball,117.46
2007,Baseball,117.55
2007,Baseball,117.56
2007,Baseball,117.66
2007,Baseball,117.7
2007,Baseball,117.91
2007,Baseball,117.91
2007,Baseball,117.91
2007,Baseball,118.01
2007,Baseball,118.01
2007,Baseball,118.16
2007,Baseball,118.24
2007,Baseball,118.34
2007,Baseball,118.8
2007,Baseball,118.8
2007,Baseball,118.89
2007,Baseball,119.1
2007,Baseball,119.3
2007,Baseball,119.35
2007,Baseball,119.46
2007,Baseball,119.64
2007,Baseball,119.7
2007,Baseball,119.93
2007,Baseball,119.98
2007,Baseball,119.98
2007,Baseball,120.01
2007,Baseball,120.17
2007,Baseball,120.65
2007,Baseball,120.93
2007,Baseball,120.98
2007,Baseball,121.24
2007,Baseball,121.34
2007,Baseball,121.34
2007,Baseball,121.44
2007,Baseball,121.46
2007,Baseball,121.54
2007,Baseball,121.55
2007,Baseball,121.59
2007,Baseball,121.7
2007,Baseball,122.16
2007,Baseball,122.63
2007,Baseball,122.84
2007,Baseball,122.86
2007,Baseball,122.94
2007,Baseball,123.02
2007,Baseball,123.04
2007,Baseball,123.17
2007,Baseball,123.5
2007,Baseball,123.51
2007,Baseball,123.54
2007,Baseball,123.88
2007,Baseball,123.96
2007,Baseball,124.01
2007,Baseball,124.02
2007,Baseball,124.31
2007,Baseball,124.32
2007,Baseball,124.4
2007,Baseball,124.45
2007,Baseball,124.58
2007,Baseball,124.85
2007,Baseball,124.85
2007,Baseball,124.99
2007,Baseball,125.09
2007,Baseball,125.22
2007,Baseball,125.56
2007,Baseball,125.69
2007,Baseball,125.81
2007,Baseball,125.87
2007,Baseball,126.19
2007,Baseball,126.33
2007,Baseball,126.33
2007,Baseball,126.41
2007,Baseball,126.45
2007,Baseball,126.48
2007,Baseball,126.5
2007,Baseball,126.55
2007,Baseball,126.86
2007,Baseball,127.13
2007,Baseball,127.17
2007,Baseball,127.21
2007,Baseball,127.46
2007,Baseball,127.66
2007,Baseball,127.73
2007,Baseball,127.85
2007,Baseball,128.08
2007,Baseball,128.1
2007,Baseball,128.24
2007,Baseball,128.31
2007,Baseball,128.36
2007,Baseball,128.39
2007,Baseball,128.49
2007,Baseball,128.53
2007,Baseball,128.6
2007,Baseball,128.79
2007,Baseball,128.92
2007,Baseball,129.02
2007,Baseball,129.03
2007,Baseball,129.05
2007,Baseball,129.4
2007,Baseball,129.54
2007,Baseball,129.64
2007,Baseball,129.7
2007,Baseball,129.78
2007,Baseball,129.94
2007,Baseball,129.95
2007,Baseball,130.31
2007,Baseball,130.45
2007,Baseball,130.5
2007,Baseball,130.56
2007,Baseball,130.59
2007,Baseball,130.71
2007,Baseball,130.75
2007,Baseball,130.77
2007,Baseball,130.81
2007,Baseball,130.87
2007,Baseball,131.07
2007,Baseball,131.09
2007,Baseball,131.31
2007,Baseball,131.49
2007,Baseball,131.74
2007,Baseball,132.04
2007,Baseball,132.16
2007,Baseball,132.41
2007,Baseball,132.51
2007,Baseball,132.58
2007,Baseball,132.59
2007,Baseball,132.73
2007,Baseball,132.76
2007,Baseball,132.87
2007,Baseball,133.07
2007,Baseball,133.08
2007,Baseball,133.45
2007,Baseball,133.67
2007,Baseball,133.82
2007,Baseball,134.03
2007,Baseball,134.07
2007,Baseball,134.12
2007,Baseball,134.25
2007,Baseball,134.38
2007,Baseball,134.45
2007,Baseball,134.6
2007,Baseball,134.66
2007,Baseball,134.67
2007,Baseball,134.79
2007,Baseball,134.85
2007,Baseball,134.87
2007,Baseball,134.96
2007,Baseball,134.96
2007,Baseball,135.03
2007,Baseball,135.27
2007,Baseball,135.36
2007,Baseball,135.48
2007,Baseball,135.5
2007,Baseball,135.51
2007,Baseball,135.6
2007,Baseball,135.89
2007,Baseball,135.95
2007,Baseball,136.25
2007,Baseball,136.44
2007,Baseball,136.78
2007,Baseball,137.06
2007,Baseball,137.13
2007,Baseball,137.34
2007,Baseball,137.35
2007,Baseball,137.44
2007,Baseball,137.51
2007,Baseball,137.59
2007,Baseball,137.8
2007,Baseball,137.96
2007,Baseball,138.02
2007,Baseball,138.36
2007,Baseball,138.58
2007,Baseball,138.62
2007,Baseball,138.67
2007,Baseball,138.71
2007,Baseball,138.86
2007,Baseball,138.99
2007,Baseball,139
2007,Baseball,139.01
2007,Baseball,139.08
2007,Baseball,139.11
2007,Baseball,139.16
2007,Baseball,139.18
2007,Baseball,139.24
2007,Baseball,139.63
2007,Baseball,139.97
2007,Baseball,139.98
2007,Baseball,140.13
2007,Baseball,140.34
2007,Baseball,140.43
2007,Baseball,140.48
2007,Baseball,140.64
2007,Baseball,140.77
2007,Baseball,140.85
2007,Baseball,140.85
2007,Baseball,141.71
2007,Baseball,141.71
2007,Baseball,141.8
2007,Baseball,141.8
2007,Baseball,141.87
2007,Baseball,142.19
2007,Baseball,142.28
2007,Baseball,142.39
2007,Baseball,142.48
2007,Baseball,142.72
2007,Baseball,142.85
2007,Baseball,142.98
2007,Baseball,142.99
2007,Baseball,143.1
2007,Baseball,143.12
2007,Baseball,143.45
2007,Baseball,143.49
2007,Baseball,143.59
2007,Baseball,143.7
2007,Baseball,143.82
2007,Baseball,143.85
2007,Baseball,143.99
2007,Baseball,144.19
2007,Baseball,144.22
2007,Baseball,144.25
2007,Baseball,144.27
2007,Baseball,144.5
2007,Baseball,144.55
2007,Baseball,144.59
2007,Baseball,144.66
2007,Baseball,144.72
2007,Baseball,144.88
2007,Baseball,145.18
2007,Baseball,145.38
2007,Baseball,145.53
2007,Baseball,145.65
2007,Baseball,145.84
2007,Baseball,145.84
2007,Baseball,146.05
2007,Baseball,146.11
2007,Baseball,146.3
2007,Baseball,146.34
2007,Baseball,146.35
2007,Baseball,146.5
2007,Baseball,146.53
2007,Baseball,146.57
2007,Baseball,146.63
2007,Baseball,146.75
2007,Baseball,146.8
2007,Baseball,146.96
2007,Baseball,147.03
2007,Baseball,147.2
2007,Baseball,147.21
2007,Baseball,147.34
2007,Baseball,147.41
2007,Baseball,147.48
2007,Baseball,147.58
2007,Baseball,147.71
2007,Baseball,147.74
2007,Baseball,147.8
2007,Baseball,148.04
2007,Baseball,148.72
2007,Baseball,148.75
2007,Baseball,148.94
2007,Baseball,148.95
2007,Baseball,149.01
2007,Baseball,149.11
2007,Baseball,149.35
2007,Baseball,149.39
2007,Baseball,149.43
2007,Baseball,149.47
2007,Baseball,149.56
2007,Baseball,149.72
2007,Baseball,149.76
2007,Baseball,149.98
2007,Baseball,150.04
2007,Baseball,150.15
2007,Baseball,150.22
2007,Baseball,150.31
2007,Baseball,150.53
2007,Baseball,150.64
2007,Baseball,150.67
2007,Baseball,150.83
2007,Baseball,150.99
2007,Baseball,151
2007,Baseball,151.2
2007,Baseball,151.42
2007,Baseball,151.49
2007,Baseball,151.7
2007,Baseball,151.7
2007,Baseball,152.12
2007,Baseball,152.42
2007,Baseball,152.68
2007,Baseball,153.8
2007,Baseball,153.83
2007,Baseball,153.95
2007,Baseball,154.28
2007,Baseball,154.31
2007,Baseball,154.36
2007,Baseball,154.37
2007,Baseball,154.39
2007,Baseball,154.39
2007,Baseball,154.87
2007,Baseball,155.48
2007,Baseball,155.7
2007,Baseball,156.52
2007,Baseball,156.71
2007,Baseball,156.73
2007,Baseball,156.96
2007,Baseball,157.17
2007,Baseball,157.94
2007,Baseball,158.04
2007,Baseball,158.36
2007,Baseball,158.42
2007,Baseball,158.47
2007,Baseball,158.77
2007,Baseball,158.87
2007,Baseball,159.27
2007,Baseball,159.58
2007,Baseball,160.01
2007,Baseball,160.36
2007,Baseball,161.31
2007,Baseball,161.32
2007,Baseball,161.62
2007,Baseball,161.63
2007,Baseball,162.29
2007,Baseball,162.36
2007,Baseball,163.33
2007,Baseball,163.35
2007,Baseball,164.54
2007,Baseball,164.91
2007,Baseball,165.08
2007,Baseball,165.27
2007,Baseball,165.65
2007,Baseball,165.82
2007,Baseball,166.22
2007,Baseball,166.24
2007,Baseball,166.3
2007,Baseball,166.5
2007,Baseball,166.87
2007,Baseball,167.55
2007,Baseball,167.63
2007,Baseball,167.66
2007,Baseball,167.95
2007,Baseball,168.63
2007,Baseball,168.82
2007,Baseball,169.07
2007,Baseball,169.14
2007,Baseball,169.8
2007,Baseball,169.81
2007,Baseball,169.81
2007,Baseball,171.57
2007,Baseball,171.93
2007,Baseball,172.09
2007,Baseball,172.18
2007,Baseball,173.36
2007,Baseball,173.59
2007,Baseball,173.7
2007,Baseball,173.73
2007,Baseball,173.84
2007,Baseball,173.91
2007,Baseball,173.93
2007,Baseball,173.94
2007,Baseball,174.01
2007,Baseball,174.39
2007,Baseball,174.88
2007,Baseball,175.44
2007,Baseball,175.92
2007,Baseball,175.93
2007,Baseball,176.38
2007,Baseball,176.39
2007,Baseball,176.65
2007,Baseball,176.68
2007,Baseball,176.78
2007,Baseball,177.24
2007,Baseball,177.33
2007,Baseball,177.63
2007,Baseball,178.18
2007,Baseball,178.33
2007,Baseball,178.46
2007,Baseball,178.56
2007,Baseball,178.62
2007,Baseball,178.66
2007,Baseball,178.77
2007,Baseball,178.87
2007,Baseball,178.89
2007,Baseball,178.92
2007,Baseball,179.43
2007,Baseball,179.97
2007,Baseball,180.38
2007,Baseball,180.42
2007,Baseball,180.63
2007,Baseball,180.87
2007,Baseball,181.18
2007,Baseball,182.47
2007,Baseball,182.68
2007,Baseball,182.74
2007,Baseball,183.36
2007,Baseball,183.44
2007,Baseball,183.83
2007,Baseball,183.93
2007,Baseball,184.2
2007,Baseball,184.26
2007,Baseball,184.38
2007,Baseball,184.46
2007,Baseball,184.54
2007,Baseball,184.56
2007,Baseball,184.68
2007,Baseball,184.71
2007,Baseball,184.83
2007,Baseball,184.96
2007,Baseball,185.69
2007,Baseball,186.09
2007,Baseball,186.82
2007,Baseball,186.85
2007,Baseball,186.93
2007,Baseball,186.96
2007,Baseball,187.12
2007,Baseball,187.36
2007,Baseball,187.44
2007,Baseball,187.65
2007,Baseball,188.95
2007,Baseball,188.97
2007,Baseball,189.31
2007,Baseball,189.36
2007,Baseball,189.62
2007,Baseball,189.83
2007,Baseball,190.36
2007,Baseball,190.9
2007,Baseball,192.45
2007,Baseball,192.87
2007,Baseball,193.16
2007,Baseball,193.16
2007,Baseball,193.72
2007,Baseball,194.5
2007,Baseball,194.7
2007,Baseball,194.76
2007,Baseball,194.85
2007,Baseball,195.04
2007,Baseball,195.55
2007,Baseball,195.71
2007,Baseball,195.85
2007,Baseball,196.19
2007,Baseball,196.28
2007,Baseball,196.7
2007,Baseball,197.93
2007,Baseball,198.34
2007,Baseball,198.39
2007,Baseball,198.87
2007,Baseball,198.94
2007,Baseball,199.13
2007,Baseball,199.74
2007,Baseball,199.8
2007,Baseball,199.84
2007,Baseball,199.89
2007,Baseball,200.14
2007,Baseball,200.34
2007,Baseball,200.59
2007,Baseball,201.79
2007,Baseball,202.67
2007,Baseball,202.73
2007,Baseball,202.75
2007,Baseball,203.29
2007,Baseball,203.93
2007,Baseball,204
2007,Baseball,204.22
2007,Baseball,204.31
2007,Baseball,204.41
2007,Baseball,204.54
2007,Baseball,204.94
2007,Baseball,205.06
2007,Baseball,205.2
2007,Baseball,205.25
2007,Baseball,205.29
2007,Baseball,205.49
2007,Baseball,205.74
2007,Baseball,206.86
2007,Baseball,207.56
2007,Baseball,207.61
2007,Baseball,207.76
2007,Baseball,208.03
2007,Baseball,208.81
2007,Baseball,208.9
2007,Baseball,208.94
2007,Baseball,209.44
2007,Baseball,209.66
2007,Baseball,209.82
2007,Baseball,210.72
2007,Baseball,210.79
2007,Baseball,211.24
2007,Baseball,211.96
2007,Baseball,212.28
2007,Baseball,212.33
2007,Baseball,212.43
2007,Baseball,212.71
2007,Baseball,213.41
2007,Baseball,213.58
2007,Baseball,214.15
2007,Baseball,214.4
2007,Baseball,215.89
2007,Baseball,215.92
2007,Baseball,216.15
2007,Baseball,216.64
2007,Baseball,216.73
2007,Baseball,216.8
2007,Baseball,217.17
2007,Baseball,217.92
2007,Baseball,218.06
2007,Baseball,218.16
2007,Baseball,218.4
2007,Baseball,218.97
2007,Baseball,219.87
2007,Baseball,220.05
2007,Baseball,220.43
2007,Baseball,220.8
2007,Baseball,220.89
2007,Baseball,221.35
2007,Baseball,221.62
2007,Baseball,221.72
2007,Baseball,221.74
2007,Baseball,221.8
2007,Baseball,222.04
2007,Baseball,222.3
2007,Baseball,222.33
2007,Baseball,222.36
2007,Baseball,222.67
2007,Baseball,223.18
2007,Baseball,223.44
2007,Baseball,223.45
2007,Baseball,224.78
2007,Baseball,225.18
2007,Baseball,225.54
2007,Baseball,225.64
2007,Baseball,226.3
2007,Baseball,226.48
2007,Baseball,227.5
2007,Baseball,227.51
2007,Baseball,227.78
2007,Baseball,227.82
2007,Baseball,227.82
2007,Baseball,228.63
2007,Baseball,228.75
2007,Baseball,228.94
2007,Baseball,230.29
2007,Baseball,230.39
2007,Baseball,230.6
2007,Baseball,230.81
2007,Baseball,231.04
2007,Baseball,231.41
2007,Baseball,231.92
2007,Baseball,231.94
2007,Baseball,231.95
2007,Baseball,231.98
2007,Baseball,233.31
2007,Baseball,233.73
2007,Baseball,233.8
2007,Baseball,234.15
2007,Baseball,234.47
2007,Baseball,234.67
2007,Baseball,235.98
2007,Baseball,236.12
2007,Baseball,236.56
2007,Baseball,236.61
2007,Baseball,237.02
2007,Baseball,237.28
2007,Baseball,237.79
2007,Baseball,238.01
2007,Baseball,238.4
2007,Baseball,238.54
2007,Baseball,238.59
2007,Baseball,239.23
2007,Baseball,239.36
2007,Baseball,239.76
2007,Baseball,240.04
2007,Baseball,240.11
2007,Baseball,240.17
2007,Baseball,240.37
2007,Baseball,240.66
2007,Baseball,240.81
2007,Baseball,240.99
2007,Baseball,242.27
2007,Baseball,242.67
2007,Baseball,242.7
2007,Baseball,242.85
2007,Baseball,242.93
2007,Baseball,242.96
2007,Baseball,243.14
2007,Baseball,243.67
2007,Baseball,243.77
2007,Baseball,243.77
2007,Baseball,243.81
2007,Baseball,243.82
2007,Baseball,244.51
2007,Baseball,244.53
2007,Baseball,244.98
2007,Baseball,246.03
2007,Baseball,246.09
2007,Baseball,246.26
2007,Baseball,246.99
2007,Baseball,247.59
2007,Baseball,247.66
2007,Baseball,248.05
2007,Baseball,248.82
2007,Baseball,249.05
2007,Baseball,249.18
2007,Baseball,249.47
2007,Baseball,249.69
2007,Baseball,249.92
2007,Baseball,250.34
2007,Baseball,250.38
2007,Baseball,250.41
2007,Baseball,250.73
2007,Baseball,251.12
2007,Baseball,251.16
2007,Baseball,251.54
2007,Baseball,251.58
2007,Baseball,251.61
2007,Baseball,251.88
2007,Baseball,251.97
2007,Baseball,252.16
2007,Baseball,252.3
2007,Baseball,252.52
2007,Baseball,252.63
2007,Baseball,252.72
2007,Baseball,253.08
2007,Baseball,253.45
2007,Baseball,253.68
2007,Baseball,253.94
2007,Baseball,254.69
2007,Baseball,254.69
2007,Baseball,254.87
2007,Baseball,255.14
2007,Baseball,255.37
2007,Baseball,255.91
2007,Baseball,256.25
2007,Baseball,256.38
2007,Baseball,256.8
2007,Baseball,257.17
2007,Baseball,257.55
2007,Baseball,258
2007,Baseball,258.04
2007,Baseball,258.1
2007,Baseball,258.42
2007,Baseball,258.46
2007,Baseball,258.51
2007,Baseball,258.51
2007,Baseball,259.01
2007,Baseball,259.28
2007,Baseball,259.45
2007,Baseball,259.8
2007,Baseball,260.07
2007,Baseball,260.2
2007,Baseball,260.91
2007,Baseball,261.03
2007,Baseball,261.3
2007,Baseball,261.43
2007,Baseball,261.48
2007,Baseball,261.5
2007,Baseball,261.94
2007,Baseball,262.03
2007,Baseball,262.39
2007,Baseball,262.53
2007,Baseball,263.02
2007,Baseball,263.08
2007,Baseball,263.21
2007,Baseball,263.29
2007,Baseball,263.39
2007,Baseball,263.59
2007,Baseball,264.23
2007,Baseball,264.72
2007,Baseball,264.88
2007,Baseball,265.19
2007,Baseball,265.73
2007,Baseball,266.73
2007,Baseball,267.42
2007,Baseball,267.61
2007,Baseball,267.67
2007,Baseball,267.81
2007,Baseball,268.33
2007,Baseball,268.41
2007,Baseball,268.69
2007,Baseball,268.84
2007,Baseball,268.9
2007,Baseball,269.22
2007,Baseball,269.83
2007,Baseball,270.07
2007,Baseball,270.18
2007,Baseball,270.65
2007,Baseball,271.37
2007,Baseball,271.83
2007,Baseball,271.84
2007,Baseball,272.02
2007,Baseball,272.28
2007,Baseball,272.43
2007,Baseball,272.44
2007,Baseball,272.64
2007,Baseball,272.87
2007,Baseball,272.95
2007,Baseball,273.21
2007,Baseball,273.26
2007,Baseball,273.61
2007,Baseball,273.8
2007,Baseball,273.81
2007,Baseball,274.6
2007,Baseball,274.97
2007,Baseball,275.38
2007,Baseball,275.89
2007,Baseball,276.3
2007,Baseball,276.34
2007,Baseball,276.39
2007,Baseball,276.4
2007,Baseball,276.5
2007,Baseball,276.73
2007,Baseball,276.81
2007,Baseball,277.15
2007,Baseball,277.33
2007,Baseball,277.36
2007,Baseball,277.46
2007,Baseball,277.49
2007,Baseball,277.87
2007,Baseball,277.97
2007,Baseball,278.1
2007,Baseball,278.66
2007,Baseball,279
2007,Baseball,279.11
2007,Baseball,279.52
2007,Baseball,280.04
2007,Baseball,280.27
2007,Baseball,280.44
2007,Baseball,280.76
2007,Baseball,281.01
2007,Baseball,281.22
2007,Baseball,281.57
2007,Baseball,282.01
2007,Baseball,282.07
2007,Baseball,282.1
2007,Baseball,282.65
2007,Baseball,283.04
2007,Baseball,283.1
2007,Baseball,283.22
2007,Baseball,283.26
2007,Baseball,283.32
2007,Baseball,283.36
2007,Baseball,283.49
2007,Baseball,283.82
2007,Baseball,284.59
2007,Baseball,284.75
2007,Baseball,284.98
2007,Baseball,285.33
2007,Baseball,285.38
2007,Baseball,285.43
2007,Baseball,285.56
2007,Baseball,285.58
2007,Baseball,286.19
2007,Baseball,286.34
2007,Baseball,286.39
2007,Baseball,286.77
2007,Baseball,286.86
2007,Baseball,287.02
2007,Baseball,287.08
2007,Baseball,287.92
2007,Baseball,288.18
2007,Baseball,288.65
2007,Baseball,288.67
2007,Baseball,288.75
2007,Baseball,288.75
2007,Baseball,288.83
2007,Baseball,288.95
2007,Baseball,289.69
2007,Baseball,290.02
2007,Baseball,290.19
2007,Baseball,290.37
2007,Baseball,290.59
2007,Baseball,290.72
2007,Baseball,290.91
2007,Baseball,290.99
2007,Baseball,291.09
2007,Baseball,291.14
