year,type,money
2007,Basketball,62
2007,Basketball,62.03
2007,Basketball,62.14
2007,Basketball,62.17
2007,Basketball,62.23
2007,Basketball,62.27
2007,Basketball,62.3
2007,Basketball,62.39
2007,Basketball,62.51
2007,Basketball,62.61
2007,Basketball,62.7
2007,Basketball,62.98
2007,Basketball,63.06
2007,Basketball,63.27
2007,Basketball,63.28
2007,Basketball,63.34
2007,Basketball,63.45
2007,Basketball,63.6
2007,Basketball,63.75
2007,Basketball,63.88
2007,Basketball,63.98
2007,Basketball,64
2007,Basketball,64.1
2007,Basketball,64.21
2007,Basketball,64.22
2007,Basketball,64.25
2007,Basketball,64.31
2007,Basketball,64.48
2007,Basketball,64.78
2007,Basketball,64.95
2007,Basketball,64.98
2007,Basketball,65.09
2007,Basketball,65.09
2007,Basketball,65.14
2007,Basketball,65.21
2007,Basketball,65.27
2007,Basketball,65.44
2007,Basketball,65.53
2007,Basketball,65.6
2007,Basketball,65.61
2007,Basketball,65.62
2007,Basketball,65.67
2007,Basketball,65.7
2007,Basketball,65.83
2007,Basketball,65.9
2007,Basketball,65.96
2007,Basketball,66.09
2007,Basketball,66.14
2007,Basketball,66.2
2007,Basketball,66.3
2007,Basketball,66.32
2007,Basketball,66.38
2007,Basketball,66.4
2007,Basketball,66.51
2007,Basketball,66.6
2007,Basketball,66.61
2007,Basketball,66.71
2007,Basketball,66.8
2007,Basketball,66.91
2007,Basketball,67.12
2007,Basketball,67.17
2007,Basketball,67.23
2007,Basketball,67.25
2007,Basketball,67.46
2007,Basketball,67.51
2007,Basketball,67.56
2007,Basketball,67.62
2007,Basketball,67.62
2007,Basketball,67.63
2007,Basketball,67.64
2007,Basketball,67.76
2007,Basketball,68
2007,Basketball,68.05
2007,Basketball,68.31
2007,Basketball,68.44
2007,Basketball,68.47
2007,Basketball,68.52
2007,Basketball,68.57
2007,Basketball,68.61
2007,Basketball,68.71
2007,Basketball,68.72
2007,Basketball,68.77
2007,Basketball,68.79
2007,Basketball,68.82
2007,Basketball,68.84
2007,Basketball,68.85
2007,Basketball,68.91
2007,Basketball,68.97
2007,Basketball,69.05
2007,Basketball,69.1
2007,Basketball,69.2
2007,Basketball,69.31
2007,Basketball,69.64
2007,Basketball,69.74
2007,Basketball,69.8
2007,Basketball,69.92
2007,Basketball,69.98
2007,Basketball,69.98
2007,Basketball,70
2007,Basketball,70.01
2007,Basketball,70.1
2007,Basketball,70.13
2007,Basketball,70.18
2007,Basketball,70.3
2007,Basketball,70.34
2007,Basketball,70.48
2007,Basketball,70.7
2007,Basketball,70.75
2007,Basketball,70.77
2007,Basketball,70.84
2007,Basketball,70.85
2007,Basketball,70.92
2007,Basketball,70.93
2007,Basketball,70.99
2007,Basketball,71.12
2007,Basketball,71.14
2007,Basketball,71.15
2007,Basketball,71.16
2007,Basketball,71.33
2007,Basketball,71.37
2007,Basketball,71.41
2007,Basketball,71.52
2007,Basketball,71.59
2007,Basketball,71.96
2007,Basketball,72.03
2007,Basketball,72.06
2007,Basketball,72.14
2007,Basketball,72.44
2007,Basketball,72.48
2007,Basketball,72.53
2007,Basketball,72.53
2007,Basketball,72.56
2007,Basketball,73.03
2007,Basketball,73.09
2007,Basketball,73.12
2007,Basketball,73.14
2007,Basketball,73.17
2007,Basketball,73.24
2007,Basketball,73.25
2007,Basketball,73.38
2007,Basketball,73.6
2007,Basketball,73.65
2007,Basketball,73.79
2007,Basketball,73.87
2007,Basketball,73.88
2007,Basketball,73.88
2007,Basketball,74
2007,Basketball,74.29
2007,Basketball,74.3
2007,Basketball,74.31
2007,Basketball,74.32
2007,Basketball,74.38
2007,Basketball,74.41
2007,Basketball,74.42
2007,Basketball,74.46
2007,Basketball,74.56
2007,Basketball,74.77
2007,Basketball,74.78
2007,Basketball,75.11
2007,Basketball,75.14
2007,Basketball,75.26
2007,Basketball,75.32
2007,Basketball,75.46
2007,Basketball,75.59
2007,Basketball,75.6
2007,Basketball,75.75
2007,Basketball,75.79
2007,Basketball,75.88
2007,Basketball,75.94
2007,Basketball,75.98
2007,Basketball,76.05
2007,Basketball,76.05
2007,Basketball,76.35
2007,Basketball,76.36
2007,Basketball,76.5
2007,Basketball,76.52
2007,Basketball,76.58
2007,Basketball,76.63
2007,Basketball,76.92
2007,Basketball,76.95
2007,Basketball,77.07
2007,Basketball,77.11
2007,Basketball,77.12
2007,Basketball,77.12
2007,Basketball,77.21
2007,Basketball,77.21
2007,Basketball,77.24
2007,Basketball,77.29
2007,Basketball,77.36
2007,Basketball,77.49
2007,Basketball,77.51
2007,Basketball,77.61
2007,Basketball,77.64
2007,Basketball,77.7
2007,Basketball,77.78
2007,Basketball,77.85
2007,Basketball,77.9
2007,Basketball,77.97
2007,Basketball,77.98
2007,Basketball,78.35
2007,Basketball,78.42
2007,Basketball,78.64
2007,Basketball,78.72
2007,Basketball,78.77
2007,Basketball,78.81
2007,Basketball,78.91
2007,Basketball,79.05
2007,Basketball,79.07
2007,Basketball,79.1
2007,Basketball,79.14
2007,Basketball,79.15
2007,Basketball,79.15
2007,Basketball,79.16
2007,Basketball,79.33
2007,Basketball,79.58
2007,Basketball,79.69
2007,Basketball,79.74
2007,Basketball,79.81
2007,Basketball,79.83
2007,Basketball,80
2007,Basketball,80.04
2007,Basketball,80.18
2007,Basketball,80.2
2007,Basketball,80.22
2007,Basketball,80.39
2007,Basketball,80.9
2007,Basketball,80.99
2007,Basketball,81.03
2007,Basketball,81.15
2007,Basketball,81.19
2007,Basketball,81.24
2007,Basketball,81.28
2007,Basketball,81.38
2007,Basketball,81.49
2007,Basketball,81.52
2007,Basketball,81.53
2007,Basketball,81.65
2007,Basketball,81.77
2007,Basketball,82.01
2007,Basketball,82.11
2007,Basketball,82.27
2007,Basketball,82.28
2007,Basketball,82.3
2007,Basketball,82.39
2007,Basketball,82.46
2007,Basketball,82.47
2007,Basketball,82.5
2007,Basketball,82.59
2007,Basketball,82.68
2007,Basketball,82.68
2007,Basketball,82.69
2007,Basketball,82.75
2007,Basketball,82.81
2007,Basketball,82.98
2007,Basketball,83.12
2007,Basketball,83.13
2007,Basketball,83.22
2007,Basketball,83.51
2007,Basketball,83.52
2007,Basketball,83.52
2007,Basketball,83.55
2007,Basketball,83.65
2007,Basketball,83.85
2007,Basketball,83.92
2007,Basketball,83.99
2007,Basketball,84
2007,Basketball,84.1
2007,Basketball,84.2
2007,Basketball,84.41
2007,Basketball,84.41
2007,Basketball,84.65
2007,Basketball,84.77
2007,Basketball,84.91
2007,Basketball,84.99
2007,Basketball,85.17
2007,Basketball,85.31
2007,Basketball,85.39
2007,Basketball,85.54
2007,Basketball,85.62
2007,Basketball,85.72
2007,Basketball,85.93
2007,Basketball,86.07
2007,Basketball,86.07
2007,Basketball,86.11
2007,Basketball,86.16
2007,Basketball,86.22
2007,Basketball,86.29
2007,Basketball,86.49
2007,Basketball,86.93
2007,Basketball,86.97
2007,Basketball,87.04
2007,Basketball,87.19
2007,Basketball,87.21
2007,Basketball,87.26
2007,Basketball,87.27
2007,Basketball,87.48
2007,Basketball,87.48
2007,Basketball,87.52
2007,Basketball,87.66
2007,Basketball,87.77
2007,Basketball,87.79
2007,Basketball,87.84
2007,Basketball,87.93
2007,Basketball,87.98
2007,Basketball,88.06
2007,Basketball,88.11
2007,Basketball,88.22
2007,Basketball,88.22
2007,Basketball,88.37
2007,Basketball,88.46
2007,Basketball,88.57
2007,Basketball,88.79
2007,Basketball,88.92
2007,Basketball,89.27
2007,Basketball,89.52
2007,Basketball,89.6
2007,Basketball,89.61
2007,Basketball,89.85
2007,Basketball,89.95
2007,Basketball,90.05
2007,Basketball,90.07
2007,Basketball,90.25
2007,Basketball,90.56
2007,Basketball,90.62
2007,Basketball,90.85
2007,Basketball,90.91
2007,Basketball,90.95
2007,Basketball,91.02
2007,Basketball,91.11
2007,Basketball,91.26
2007,Basketball,91.26
2007,Basketball,91.29
2007,Basketball,91.8
2007,Basketball,91.83
2007,Basketball,91.97
2007,Basketball,92.25
2007,Basketball,92.74
2007,Basketball,92.95
2007,Basketball,92.97
2007,Basketball,92.98
2007,Basketball,93.33
2007,Basketball,93.37
2007,Basketball,93.41
2007,Basketball,93.45
2007,Basketball,93.71
2007,Basketball,93.84
2007,Basketball,94.09
2007,Basketball,94.1
2007,Basketball,94.4
2007,Basketball,94.42
2007,Basketball,95.1
2007,Basketball,95.26
2007,Basketball,95.32
2007,Basketball,95.6
2007,Basketball,95.62
2007,Basketball,95.74
2007,Basketball,96.06
2007,Basketball,96.12
2007,Basketball,96.45
2007,Basketball,96.51
2007,Basketball,96.58
2007,Basketball,96.6
2007,Basketball,96.79
2007,Basketball,97.07
2007,Basketball,97.16
2007,Basketball,97.38
2007,Basketball,97.42
2007,Basketball,97.52
2007,Basketball,97.62
2007,Basketball,97.82
2007,Basketball,97.92
2007,Basketball,98.06
2007,Basketball,98.12
2007,Basketball,98.32
2007,Basketball,98.48
2007,Basketball,99.02
2007,Basketball,99.07
2007,Basketball,99.61
2007,Basketball,99.67
2007,Basketball,100.02
2007,Basketball,100.1
2007,Basketball,100.12
2007,Basketball,100.19
2007,Basketball,100.31
2007,Basketball,100.55
2007,Basketball,100.69
2007,Basketball,101.05
2007,Basketball,101.05
2007,Basketball,101.09
2007,Basketball,101.14
2007,Basketball,101.78
2007,Basketball,101.85
2007,Basketball,101.99
2007,Basketball,102.32
2007,Basketball,102.36
2007,Basketball,102.44
2007,Basketball,102.9
2007,Basketball,103.08
2007,Basketball,103.32
2007,Basketball,103.52
2007,Basketball,103.68
2007,Basketball,103.95
2007,Basketball,103.96
2007,Basketball,104.29
2007,Basketball,104.54
2007,Basketball,104.55
2007,Basketball,104.85
2007,Basketball,104.96
2007,Basketball,105.07
2007,Basketball,105.5
2007,Basketball,105.88
2007,Basketball,105.98
2007,Basketball,106.05
2007,Basketball,106.37
2007,Basketball,106.94
2007,Basketball,107.49
2007,Basketball,107.5
2007,Basketball,107.56
2007,Basketball,107.64
2007,Basketball,107.71
2007,Basketball,107.76
2007,Basketball,108.39
2007,Basketball,108.55
2007,Basketball,108.61
2007,Basketball,108.62
2007,Basketball,108.79
2007,Basketball,108.8
2007,Basketball,109.36
2007,Basketball,109.73
2007,Basketball,109.79
2007,Basketball,110.35
2007,Basketball,110.79
2007,Basketball,110.94
2007,Basketball,111.09
2007,Basketball,111.35
2007,Basketball,111.39
2007,Basketball,111.56
2007,Basketball,112.24
2007,Basketball,112.44
2007,Basketball,113.09
2007,Basketball,113.36
2007,Basketball,113.59
2007,Basketball,113.63
2007,Basketball,114.82
2007,Basketball,115.73
2007,Basketball,116.02
2007,Basketball,116.11
2007,Basketball,116.37
2007,Basketball,116.68
2007,Basketball,116.95
2007,Basketball,117
2007,Basketball,117.12
2007,Basketball,117.49
2007,Basketball,117.59
2007,Basketball,117.81
2007,Basketball,118.27
2007,Basketball,118.39
2007,Basketball,118.69
2007,Basketball,118.97
2007,Basketball,119.49
2007,Basketball,119.7
2007,Basketball,119.75
2007,Basketball,120.12
2007,Basketball,120.33
2007,Basketball,120.59
2007,Basketball,120.59
2007,Basketball,120.78
2007,Basketball,120.84
2007,Basketball,120.94
2007,Basketball,121.21
2007,Basketball,121.22
2007,Basketball,121.25
2007,Basketball,121.34
2007,Basketball,121.83
2007,Basketball,121.84
2007,Basketball,121.97
2007,Basketball,122.04
2007,Basketball,122.43
2007,Basketball,122.58
2007,Basketball,122.68
2007,Basketball,122.77
2007,Basketball,122.87
2007,Basketball,122.97
2007,Basketball,123.09
2007,Basketball,123.22
2007,Basketball,123.66
2007,Basketball,123.67
2007,Basketball,123.78
2007,Basketball,124.04
2007,Basketball,124.12
2007,Basketball,124.41
2007,Basketball,124.51
2007,Basketball,124.55
2007,Basketball,124.61
2007,Basketball,124.61
2007,Basketball,124.78
2007,Basketball,124.79
2007,Basketball,124.9
2007,Basketball,125.08
2007,Basketball,125.28
2007,Basketball,125.29
2007,Basketball,125.38
2007,Basketball,125.47
2007,Basketball,125.85
2007,Basketball,125.99
2007,Basketball,126.41
2007,Basketball,126.56
2007,Basketball,126.88
2007,Basketball,127.23
2007,Basketball,127.31
2007,Basketball,127.43
2007,Basketball,127.54
2007,Basketball,127.55
2007,Basketball,127.7
2007,Basketball,127.71
2007,Basketball,127.94
2007,Basketball,128.2
2007,Basketball,128.68
2007,Basketball,129.09
2007,Basketball,129.55
2007,Basketball,129.85
2007,Basketball,130.07
2007,Basketball,130.55
2007,Basketball,130.56
2007,Basketball,130.88
2007,Basketball,130.93
2007,Basketball,130.94
2007,Basketball,130.95
2007,Basketball,131.41
2007,Basketball,131.77
2007,Basketball,131.99
2007,Basketball,132.21
2007,Basketball,132.66
2007,Basketball,132.72
2007,Basketball,132.74
2007,Basketball,132.74
2007,Basketball,133.36
2007,Basketball,133.4
2007,Basketball,133.45
2007,Basketball,133.5
2007,Basketball,133.59
2007,Basketball,134.06
2007,Basketball,134.17
2007,Basketball,134.19
2007,Basketball,134.25
2007,Basketball,134.55
2007,Basketball,134.71
2007,Basketball,135.38
2007,Basketball,135.63
2007,Basketball,135.67
2007,Basketball,135.89
2007,Basketball,136.16
2007,Basketball,136.17
2007,Basketball,136.44
2007,Basketball,136.53
2007,Basketball,136.65
2007,Basketball,136.81
2007,Basketball,136.92
2007,Basketball,137.11
2007,Basketball,137.25
2007,Basketball,137.3
2007,Basketball,137.41
2007,Basketball,138.31
2007,Basketball,138.6
2007,Basketball,138.79
2007,Basketball,139.29
2007,Basketball,139.32
2007,Basketball,139.35
2007,Basketball,140.05
2007,Basketball,140.29
2007,Basketball,140.41
2007,Basketball,140.46
2007,Basketball,140.49
2007,Basketball,140.6
2007,Basketball,140.64
2007,Basketball,140.84
2007,Basketball,141.19
2007,Basketball,141.22
2007,Basketball,141.24
2007,Basketball,141.35
2007,Basketball,141.47
2007,Basketball,141.6
2007,Basketball,141.62
2007,Basketball,141.7
2007,Basketball,141.81
2007,Basketball,142.36
2007,Basketball,142.6
2007,Basketball,142.75
2007,Basketball,142.78
2007,Basketball,143.31
2007,Basketball,143.46
2007,Basketball,143.85
2007,Basketball,144.19
2007,Basketball,144.2
2007,Basketball,144.31
2007,Basketball,144.76
2007,Basketball,144.97
2007,Basketball,145.19
2007,Basketball,145.75
2007,Basketball,145.75
2007,Basketball,145.8
2007,Basketball,145.85
2007,Basketball,145.97
2007,Basketball,146.24
2007,Basketball,146.38
2007,Basketball,146.39
2007,Basketball,146.52
2007,Basketball,146.69
2007,Basketball,146.7
2007,Basketball,146.78
2007,Basketball,147.46
2007,Basketball,147.8
2007,Basketball,147.89
2007,Basketball,147.91
2007,Basketball,148.01
2007,Basketball,148.08
2007,Basketball,148.1
2007,Basketball,148.27
2007,Basketball,148.56
2007,Basketball,148.66
2007,Basketball,148.72
2007,Basketball,148.78
2007,Basketball,148.87
2007,Basketball,148.9
2007,Basketball,148.94
2007,Basketball,149.02
2007,Basketball,149.34
2007,Basketball,149.47
2007,Basketball,149.55
2007,Basketball,149.65
2007,Basketball,149.94
2007,Basketball,149.96
2007,Basketball,149.98
2007,Basketball,150
2007,Basketball,150.1
2007,Basketball,150.14
2007,Basketball,150.29
2007,Basketball,150.32
2007,Basketball,150.33
2007,Basketball,150.46
2007,Basketball,150.56
2007,Basketball,150.71
2007,Basketball,150.87
2007,Basketball,151.19
2007,Basketball,151.45
2007,Basketball,151.49
2007,Basketball,151.77
2007,Basketball,151.77
2007,Basketball,152.09
2007,Basketball,152.16
2007,Basketball,152.44
2007,Basketball,152.64
2007,Basketball,152.69
2007,Basketball,152.77
2007,Basketball,152.84
2007,Basketball,152.84
2007,Basketball,153.42
2007,Basketball,153.47
2007,Basketball,153.56
2007,Basketball,153.62
2007,Basketball,154.1
2007,Basketball,154.23
2007,Basketball,154.43
2007,Basketball,154.58
2007,Basketball,154.8
2007,Basketball,154.93
2007,Basketball,154.95
2007,Basketball,154.98
2007,Basketball,155.07
2007,Basketball,155.22
2007,Basketball,155.36
2007,Basketball,155.37
2007,Basketball,155.43
2007,Basketball,155.66
2007,Basketball,155.81
2007,Basketball,155.91
2007,Basketball,156.49
2007,Basketball,156.53
2007,Basketball,156.73
2007,Basketball,156.85
2007,Basketball,157.06
2007,Basketball,157.12
2007,Basketball,157.16
2007,Basketball,157.49
2007,Basketball,157.58
2007,Basketball,157.66
2007,Basketball,157.77
2007,Basketball,158.28
2007,Basketball,158.6
2007,Basketball,158.71
2007,Basketball,158.74
2007,Basketball,158.75
2007,Basketball,158.77
2007,Basketball,158.88
2007,Basketball,158.99
2007,Basketball,159.02
2007,Basketball,159.03
2007,Basketball,159.14
2007,Basketball,159.19
2007,Basketball,159.22
2007,Basketball,159.26
2007,Basketball,159.31
2007,Basketball,159.31
2007,Basketball,159.57
2007,Basketball,160.02
2007,Basketball,160.2
2007,Basketball,160.25
2007,Basketball,160.26
2007,Basketball,160.26
2007,Basketball,160.39
2007,Basketball,160.51
2007,Basketball,160.9
2007,Basketball,161.07
2007,Basketball,161.13
2007,Basketball,161.3
2007,Basketball,161.32
2007,Basketball,161.42
2007,Basketball,161.95
2007,Basketball,162.02
2007,Basketball,162.09
2007,Basketball,162.42
2007,Basketball,162.47
2007,Basketball,162.63
2007,Basketball,162.82
2007,Basketball,162.83
2007,Basketball,162.91
2007,Basketball,163.2
2007,Basketball,163.23
2007,Basketball,163.25
2007,Basketball,163.53
2007,Basketball,163.64
2007,Basketball,163.66
2007,Basketball,163.69
2007,Basketball,163.79
2007,Basketball,163.97
2007,Basketball,164
2007,Basketball,164.02
2007,Basketball,164.11
2007,Basketball,164.18
2007,Basketball,164.26
2007,Basketball,164.5
2007,Basketball,164.58
2007,Basketball,164.82
2007,Basketball,165.01
2007,Basketball,165.02
2007,Basketball,165.02
2007,Basketball,165.03
2007,Basketball,165.09
2007,Basketball,165.44
2007,Basketball,165.48
2007,Basketball,165.91
2007,Basketball,166.09
2007,Basketball,166.16
2007,Basketball,166.21
2007,Basketball,166.33
2007,Basketball,166.56
2007,Basketball,166.7
2007,Basketball,166.79
2007,Basketball,166.84
2007,Basketball,167.23
2007,Basketball,167.28
2007,Basketball,167.49
2007,Basketball,167.77
2007,Basketball,167.81
2007,Basketball,167.88
2007,Basketball,167.96
2007,Basketball,167.98
2007,Basketball,167.99
2007,Basketball,168.03
2007,Basketball,168.29
2007,Basketball,168.41
2007,Basketball,168.47
2007,Basketball,168.56
2007,Basketball,168.63
2007,Basketball,168.8
2007,Basketball,168.86
2007,Basketball,168.96
2007,Basketball,169.58
2007,Basketball,169.66
2007,Basketball,169.67
2007,Basketball,169.75
2007,Basketball,169.84
2007,Basketball,169.88
2007,Basketball,169.94
2007,Basketball,170.3
2007,Basketball,170.48
2007,Basketball,170.71
2007,Basketball,171.17
2007,Basketball,171.17
2007,Basketball,171.19
2007,Basketball,171.5
2007,Basketball,171.52
2007,Basketball,171.91
2007,Basketball,172.15
2007,Basketball,172.56
2007,Basketball,172.68
2007,Basketball,172.95
2007,Basketball,172.98
2007,Basketball,173.06
2007,Basketball,173.13
2007,Basketball,173.16
2007,Basketball,173.44
2007,Basketball,173.54
2007,Basketball,173.72
2007,Basketball,173.78
2007,Basketball,174.21
2007,Basketball,174.37
2007,Basketball,174.52
2007,Basketball,174.61
2007,Basketball,174.97
2007,Basketball,175.11
2007,Basketball,175.17
2007,Basketball,175.57
2007,Basketball,175.61
2007,Basketball,175.67
2007,Basketball,175.69
2007,Basketball,175.81
2007,Basketball,175.85
2007,Basketball,175.92
2007,Basketball,176.05
2007,Basketball,176.06
2007,Basketball,176.07
2007,Basketball,177.03
2007,Basketball,177.38
2007,Basketball,177.48
2007,Basketball,177.49
2007,Basketball,177.72
2007,Basketball,178.2
2007,Basketball,178.45
2007,Basketball,179.63
2007,Basketball,179.81
2007,Basketball,180.15
2007,Basketball,180.33
2007,Basketball,180.48
2007,Basketball,180.89
2007,Basketball,180.91
2007,Basketball,180.92
2007,Basketball,181.03
2007,Basketball,181.51
2007,Basketball,181.88
2007,Basketball,182.23
2007,Basketball,182.31
2007,Basketball,182.82
2007,Basketball,183.07
2007,Basketball,183.09
2007,Basketball,183.28
2007,Basketball,183.35
2007,Basketball,183.65
2007,Basketball,183.7
2007,Basketball,183.84
2007,Basketball,183.87
2007,Basketball,184.42
2007,Basketball,184.77
2007,Basketball,184.87
2007,Basketball,185.09
2007,Basketball,185.49
2007,Basketball,186.21
2007,Basketball,186.35
2007,Basketball,186.39
2007,Basketball,186.69
2007,Basketball,187.27
2007,Basketball,187.78
2007,Basketball,187.81
2007,Basketball,188.25
2007,Basketball,188.32
2007,Basketball,188.42
2007,Basketball,188.65
2007,Basketball,189.08
2007,Basketball,189.87
2007,Basketball,190.01
2007,Basketball,190.01
2007,Basketball,190.26
2007,Basketball,190.34
2007,Basketball,190.36
2007,Basketball,190.43
2007,Basketball,190.96
2007,Basketball,191.46
2007,Basketball,191.58
2007,Basketball,191.8
2007,Basketball,192.06
2007,Basketball,192.26
2007,Basketball,192.4
2007,Basketball,192.55
2007,Basketball,192.6
2007,Basketball,192.66
2007,Basketball,192.92
2007,Basketball,193.18
2007,Basketball,193.28
2007,Basketball,193.6
2007,Basketball,194.14
2007,Basketball,194.32
2007,Basketball,194.75
2007,Basketball,195.18
2007,Basketball,195.18
2007,Basketball,195.53
2007,Basketball,195.59
2007,Basketball,195.8
2007,Basketball,195.93
2007,Basketball,196
2007,Basketball,197
2007,Basketball,197.04
2007,Basketball,197.29
2007,Basketball,197.33
2007,Basketball,197.52
2007,Basketball,197.59
2007,Basketball,198.06
2007,Basketball,198.5
2007,Basketball,198.66
2007,Basketball,198.88
2007,Basketball,199.09
2007,Basketball,199.19
2007,Basketball,199.78
2007,Basketball,199.88
2007,Basketball,199.9
2007,Basketball,200.29
2007,Basketball,200.38
2007,Basketball,200.42
2007,Basketball,200.51
2007,Basketball,200.66
2007,Basketball,201.07
2007,Basketball,201.55
2007,Basketball,201.71
2007,Basketball,201.81
2007,Basketball,202
2007,Basketball,202.15
2007,Basketball,202.49
2007,Basketball,202.54
2007,Basketball,202.64
2007,Basketball,202.99
2007,Basketball,203.08
2007,Basketball,203.1
2007,Basketball,203.29
2007,Basketball,203.38
2007,Basketball,203.42
2007,Basketball,203.61
2007,Basketball,204.04
2007,Basketball,204.22
2007,Basketball,204.8
2007,Basketball,204.89
2007,Basketball,205.02
2007,Basketball,205.2
2007,Basketball,205.64
2007,Basketball,205.94
2007,Basketball,205.96
2007,Basketball,206.01
2007,Basketball,206.58
2007,Basketball,206.77
2007,Basketball,207.09
2007,Basketball,207.22
2007,Basketball,207.27
2007,Basketball,207.43
2007,Basketball,207.57
2007,Basketball,207.76
2007,Basketball,208
2007,Basketball,208.19
2007,Basketball,208.33
2007,Basketball,208.34
2007,Basketball,208.42
2007,Basketball,208.49
2007,Basketball,208.75
2007,Basketball,208.76
2007,Basketball,209.05
2007,Basketball,209.21
2007,Basketball,209.37
2007,Basketball,209.49
2007,Basketball,209.64
2007,Basketball,209.66
2007,Basketball,209.9
2007,Basketball,210.21
2007,Basketball,210.51
2007,Basketball,210.54
2007,Basketball,210.63
2007,Basketball,211.02
2007,Basketball,211.06
2007,Basketball,211.19
2007,Basketball,211.19
2007,Basketball,211.73
2007,Basketball,212.28
2007,Basketball,212.3
2007,Basketball,212.31
2007,Basketball,212.36
2007,Basketball,212.77
2007,Basketball,212.79
2007,Basketball,212.9
2007,Basketball,212.94
2007,Basketball,213.74
2007,Basketball,213.87
2007,Basketball,213.96
2007,Basketball,214.31
2007,Basketball,214.67
2007,Basketball,214.79
2007,Basketball,215.03
2007,Basketball,215.09
2007,Basketball,215.13
2007,Basketball,215.13
2007,Basketball,215.21
2007,Basketball,215.22
2007,Basketball,215.3
2007,Basketball,215.43
2007,Basketball,215.95
2007,Basketball,216.18
2007,Basketball,217.2
2007,Basketball,217.67
2007,Basketball,218.56
2007,Basketball,218.59
2007,Basketball,218.65
2007,Basketball,218.89
2007,Basketball,219.07
2007,Basketball,219.16
2007,Basketball,219.41
2007,Basketball,219.91
2007,Basketball,220.17
2007,Basketball,220.17
2007,Basketball,220.3
2007,Basketball,220.31
2007,Basketball,220.36
2007,Basketball,220.5
2007,Basketball,220.9
2007,Basketball,221.42
2007,Basketball,221.87
2007,Basketball,221.91
2007,Basketball,222.28
2007,Basketball,222.52
2007,Basketball,222.9
2007,Basketball,222.94
